epoch,train_loss,val_loss
1,0.05055393362861304,0.012489101849496365
2,0.008496639004627627,0.004927040543407202
3,0.00485352149957584,0.0025517549365758896
4,0.0034245987836685446,0.002113430527970195
5,0.0029157758708895434,0.002942362567409873
6,0.0027852411001240687,0.001793216448277235
7,0.002318979259432545,0.0017785263480618596
8,0.002479293559204846,0.0017529702745378017
9,0.0023616767148413355,0.0017292917473241687
10,0.0021418775182350407,0.001575505011714995
11,0.00204094922787229,0.0015489904908463359
12,0.0018987042602107284,0.001517820404842496
13,0.0019998413192788287,0.0015418619150295854
14,0.0019263273034806525,0.0015170983970165253
15,0.001923836301088274,0.001681858324445784
16,0.0018551524392225677,0.001495008240453899
17,0.0017341994310891818,0.001503869891166687
18,0.0018185537506175775,0.0014825011603534222
19,0.0016949497558738267,0.00144864188041538
20,0.001938251772939804,0.0027490444481372833
21,0.001845153357227525,0.0014644147595390677
22,0.0017354346105888012,0.001559865428134799
23,0.0019270116038295248,0.0016229512402787805
24,0.001833977499267175,0.0014892065664753318
25,0.001809975292186238,0.0015192034188658
26,0.0017544489006497085,0.00146301812492311
27,0.0018798130987552068,0.0014022515388205647
28,0.0017103697930920929,0.001416810555383563
29,0.0016859852947250363,0.0014006708515807986
30,0.0016549949687609952,0.0014866209821775556
31,0.001713424968156254,0.0015607514651492238
32,0.0016409133178448038,0.0013673751382157207
33,0.0015841415419893723,0.0013955858303233981
34,0.0016107507676462688,0.0013542704982683063
35,0.0017091728393949332,0.001499542617239058
36,0.0016465156139539821,0.0015826630406081676
37,0.001617045115886463,0.0013688135659322143
38,0.001634885398079715,0.0014738659374415874
39,0.0016174035217051232,0.0014350755373016
40,0.0016381422774718395,0.0013675212394446135
41,0.0015339747714322237,0.00150298944208771
42,0.0016039410774182114,0.0013200764078646898
43,0.0017393226679857997,0.0016891220584511757
44,0.001489898228707413,0.0013193520717322826
45,0.0015451244525759229,0.0013265316374599934
46,0.001579235364232094,0.0013774982653558254
47,0.0015982848551449559,0.00147677818313241
48,0.0015393853185713172,0.0015340879326686263
49,0.0015281247102566773,0.001436705351807177
50,0.0015990520755405583,0.0012844339944422245
51,0.0015355880937672087,0.0013274005614221096
52,0.0014712272622134713,0.0015295427292585373
53,0.0015202740850370554,0.0014126986498013139
54,0.001580590310151733,0.0014265967765823007
55,0.0014919282837090866,0.0013495235471054912
56,0.0014784046151261362,0.0012557641603052616
57,0.0015021832345704,0.0012822069693356752
58,0.0013673547165660514,0.001245724968612194
59,0.0014344156194951326,0.0013064907398074865
60,0.0014503672460301055,0.0013395424466580153
61,0.0014049996047221598,0.0012358722742646933
62,0.0013564021103934104,0.0012771562905982137
63,0.0013832755290740539,0.0012339458335191011
64,0.0014647071523266652,0.0012238959316164255
65,0.0015622983402055171,0.0014419705839827657
66,0.0013957743501541988,0.0012140413746237755
67,0.001450404874049127,0.0012844234006479383
68,0.0013836567643068967,0.0012403985019773245
69,0.0013280519587357366,0.001238922937773168
70,0.00146757244429965,0.0012117406586185098
71,0.0013244265333808485,0.0012014039093628526
72,0.0014261415206073295,0.0012607099488377571
73,0.001377814284910167,0.001234237919561565
74,0.0014003145329225513,0.0012680043000727892
75,0.0013930262805568793,0.0012420021230354905
76,0.0013788905852134266,0.0011779018677771091
77,0.0014633873250291106,0.0016144857509061694
78,0.0013878371692188675,0.0011644650949165225
79,0.0012716962498546178,0.001223485334776342
80,0.0013001727888227574,0.0012555745197460055
81,0.0013697177979222956,0.0012726837303489447
82,0.0013199703257885716,0.001165467663668096
83,0.0013468693692370185,0.0012352279154583812
84,0.0013449748627848864,0.0012037450214847922
85,0.0013093551286377958,0.0011758769396692514
86,0.0013223188616971057,0.001389831304550171
87,0.0012689940178663367,0.001692800666205585
88,0.0013840532166853783,0.0014266204088926315
