epoch,train_loss,val_loss
1,0.002627615618564368,0.0011397844646126032
2,0.0012850151701767679,0.0011039780220016837
3,0.0012369289351734762,0.0011635046685114503
4,0.0012120523296453686,0.0011483404086902738
5,0.001182777274674203,0.0010809137020260096
6,0.0011508222631960508,0.001055968226864934
7,0.0011416242919555103,0.0010675500379875302
8,0.0011188623474594804,0.001037508249282837
9,0.001109015965136703,0.0010411111870780587
10,0.0011013071191119381,0.0010086476104333997
11,0.0010919581937307238,0.0010465731611475348
12,0.0010803616187083124,0.0010140483500435948
13,0.0010770365235233965,0.0010564185213297606
14,0.00106390806245309,0.0010211860062554479
15,0.0010581837818421608,0.0010036664316430688
16,0.0010513920014949486,0.0009992843260988593
17,0.001044507739711534,0.001026286045089364
18,0.0010380833675284462,0.0010575964115560055
19,0.0010283548028529042,0.0010739151621237397
20,0.0010235734230976171,0.0009659197530709207
21,0.0010166657824935597,0.0009995604632422328
22,0.0010088068292846521,0.0009912296663969755
23,0.0010036839912696948,0.0009668060811236501
24,0.001001749329077712,0.000964735634624958
25,0.000997655812873464,0.0010639510583132505
26,0.0009908823226356456,0.0009619499905966222
27,0.0009875420232765828,0.0009432974620722234
28,0.000981285174874716,0.0009995747823268175
29,0.0009801427062718201,0.0009599573095329106
30,0.000976175640203128,0.0009642536169849336
31,0.0009728761513630511,0.0009456348489038646
32,0.0009629670806138179,0.0009520298917777836
33,0.0009612881404700237,0.0009575310396030545
34,0.0009627825578433428,0.0010228691389784217
35,0.0009580301662746174,0.0010006172815337777
36,0.0009476747319799376,0.00093956378987059
37,0.000941759115049941,0.000940804136916995
38,0.0009400365492957831,0.0009498247527517378
39,0.0009297076282575333,0.0009987752418965101
40,0.0009221857900875732,0.001012296648696065
41,0.000920757006807767,0.0010208914754912257
42,0.0009132372259338158,0.00096455670427531
43,0.0009021813616443642,0.0009752505575306714
44,0.0009011967911982972,0.000963290745858103
45,0.0008957097379490266,0.0009616795578040183
46,0.0008919892431903971,0.0009645431418903172
